date,event_id,time,competition,match,group,acestream_id,quality
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,6a11eb510edc5b3581c5c97883c44563eb894b1b,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,6422e8bc34282871634c81947be093c04ad1bb29,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,c9c18ae7a9dafba1caae5beb22060f9c92bba553,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,515efd8115482bda8d92aa6df9a882a5e5797494,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,82b4f249788f93b8f9ce968803662d7cd4f1b8cc,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,d5cf2dfa4fb4165ce58bf9db815088c28fec7711,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,8c1155cdfae76eb582290c04904c98da066657c9,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,ba6e1bdc8e03da60ff572557645eb04370af0cd0,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,b08e158ea3f5c72084f5ff8e3c30ca2e4d1ff6d1,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,bcf9dc38f92e90a71b87bd54b3bac91b76d09a69,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,fd53cfa7055fe458d4f5c0ff59a06cd43723be55,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,4e6d9cf7d177366045d33cd8311d8b1d7f4bed1f,SD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,c976c7b37964322752db562b4ad65515509c8d36,SD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,ed6188dcbb491efeb2092c1a6199226c27f61727,SD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,35c7f0c966ecde3390f4510bb4caded40018c07a,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,eb6ffec065b26259ad3d1811e0bbb0a5332ed276,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,7ba1f321f4d0791b7ebd42f41a07c1cd1479e784,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,d5b2c6b940cf3df5e8f9dc6f000f0ea23a10b151,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,ca923c9873fd206a41c1e83ff8fc40e3cf323c9a,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,a929eeec1268d69d1556a2e3ace793b2577d8810,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,ae68a0835039fab28fd2314108fabd4fab33b8ab,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,b0eabe0fdd02fdd165896236765a9b753a2ff516,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,d1d9ec2361a6ac8edc0b2841866383768cc28df9,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,7e90956539f4e1318a63f3960e4f75c7c7c5a3b8,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,36cad67fed5a739757a9db844a551aa845a8d51b,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,d08013df6e437a1fdf1e0c34f573fdf6a40c7fce,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,dae7d1251f069516cc0a9c8f15f6639d2a17df1e,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,0f32c0131a2d9444996410801f4e18b04384db98,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,4dbe63b44fc4f439f5b634c0d2aa7e0cccad808a,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,50b6d2b5fd59fefb9f4fd2176994d418f2b94a80,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),DAZN,176f0b8565a161f87c81a4a250463e3eaf678fb5,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),Eurosport 1,bae98f69fbf867550b4f73b4eb176dae84d7f909,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),Eurosport 1,714e14e6d6e27660fd25a75b57b0ac5580fe705d,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),Eurosport 1,704e51760a644bc90aa22269bf84139947a0414a,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),Eurosport 1,c3da6c4f91d9d10ade00318a869435e19f204d0e,FHD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),Eurosport 1,cfa75ade53810dac64411b22d56c3d4582a221d3,
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),Eurosport 1,d830c1dc3b74e74f79cbb823804cf2037857e78a,SD
2025-08-21,15:30-Etapa 2 Blankenberge › Ardooie (172.7 km),15:30,Tour del Benelux,Etapa 2 Blankenberge › Ardooie (172.7 km),Eurosport 1,16ffa1713f42aa27317ee039a2bd0cdbc89a1580,
2025-08-21,16:00-FC Bayern Femenino-Real Madrid Femenino,16:00,Amistoso Femenino,FC Bayern Femenino vs Real Madrid Femenino,Real Madrid TV,7a955964c91c66311eef9137a96332352dbb891e,
2025-08-21,17:00-T. Gibson-X. Wang,17:00,WTA Torneo de Cleveland 2ª Ronda,T. Gibson vs X. Wang,Tennis Channel,71698ee415b6ba3f123aac1c8c37cc97376f20d0,FHD
2025-08-21,17:00-T. Gibson-X. Wang,17:00,WTA Torneo de Cleveland 2ª Ronda,T. Gibson vs X. Wang,Tennis Channel,039fae21c9e7e5214d3d898cba80863e37e623ac,
2025-08-21,17:05-1/4 de Final WTA 250,17:05,WTA Torneo de Cleveland,1/4 de Final WTA 250,Tennis Channel,71698ee415b6ba3f123aac1c8c37cc97376f20d0,FHD
2025-08-21,17:05-1/4 de Final WTA 250,17:05,WTA Torneo de Cleveland,1/4 de Final WTA 250,Tennis Channel,039fae21c9e7e5214d3d898cba80863e37e623ac,
2025-08-21,17:30-K. Boulter-V. Golubic,17:30,WTA Torneo de Cleveland 2ª Ronda,K. Boulter vs V. Golubic,Tennis Channel,71698ee415b6ba3f123aac1c8c37cc97376f20d0,FHD
2025-08-21,17:30-K. Boulter-V. Golubic,17:30,WTA Torneo de Cleveland 2ª Ronda,K. Boulter vs V. Golubic,Tennis Channel,039fae21c9e7e5214d3d898cba80863e37e623ac,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,c8ad94585fbe13cfc9074c2b5e23fb6344e0f66d,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,f8d5e39a49b9da0215bbd3d9efb8fb3d06b76892,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,520950d296c952e1864a08e15af9f89f1ab514ec,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,e2b8a4aba2f4ea3dd68992fcdb65c9e62d910b05,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,74defb8f4ed3a917fd07c21b34f43c17107ec618,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,635b61c1f240449163260cd914d10d886a54fee3,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,ae16a8f004b1287ee1f53263ab265f72bba0daf5,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,a231b2fa1f7754433efeb8bb8d69d7b9096dcba8,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,6538b79ce0da657d8455d1da6a5f342398899a0e,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,50a8a13c474848d1efbd5586efdb5b6cdd173fa9,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,4141892f5df7d6474bf0279895ce02b7336c9928,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,ee4dc45720d3ec283f61189fbfc120c91d5141bf,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,688e785893b50acc1d00cb37f15bfc42e72f5ae3,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,8b081c8afbd9beafc8c5fbf0115eb36eadb07a35,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,fb2dd566824658eeab27aae19a01c09430f1a97d,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,9adf7ac6531788ec022dbc14b77e1367f6c5bdc5,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,2f9211669499f413dab1a490198afab2a9b4b57c,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,d641cd0fca0f467b3130754a091e2f4d22e68eb1,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,8a86cd6152154a25ad4b76523160552a40313b28,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,6fb944e8985881ae6db89667aca6362e746255b6,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,7e27e46c25d4308d16098d9dc67fcd8736e8c1f0,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,c015d37d1ead8155b1e7b97e743a1fe9850f0af5,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,6a11eb510edc5b3581c5c97883c44563eb894b1b,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,6422e8bc34282871634c81947be093c04ad1bb29,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,c9c18ae7a9dafba1caae5beb22060f9c92bba553,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,515efd8115482bda8d92aa6df9a882a5e5797494,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,82b4f249788f93b8f9ce968803662d7cd4f1b8cc,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,d5cf2dfa4fb4165ce58bf9db815088c28fec7711,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,8c1155cdfae76eb582290c04904c98da066657c9,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,ba6e1bdc8e03da60ff572557645eb04370af0cd0,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,b08e158ea3f5c72084f5ff8e3c30ca2e4d1ff6d1,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,bcf9dc38f92e90a71b87bd54b3bac91b76d09a69,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,fd53cfa7055fe458d4f5c0ff59a06cd43723be55,FHD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,4e6d9cf7d177366045d33cd8311d8b1d7f4bed1f,SD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,c976c7b37964322752db562b4ad65515509c8d36,SD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,ed6188dcbb491efeb2092c1a6199226c27f61727,SD
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,35c7f0c966ecde3390f4510bb4caded40018c07a,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,eb6ffec065b26259ad3d1811e0bbb0a5332ed276,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,7ba1f321f4d0791b7ebd42f41a07c1cd1479e784,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,d5b2c6b940cf3df5e8f9dc6f000f0ea23a10b151,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,ca923c9873fd206a41c1e83ff8fc40e3cf323c9a,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,a929eeec1268d69d1556a2e3ace793b2577d8810,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,ae68a0835039fab28fd2314108fabd4fab33b8ab,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,b0eabe0fdd02fdd165896236765a9b753a2ff516,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,d1d9ec2361a6ac8edc0b2841866383768cc28df9,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,7e90956539f4e1318a63f3960e4f75c7c7c5a3b8,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,36cad67fed5a739757a9db844a551aa845a8d51b,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,d08013df6e437a1fdf1e0c34f573fdf6a40c7fce,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,dae7d1251f069516cc0a9c8f15f6639d2a17df1e,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,0f32c0131a2d9444996410801f4e18b04384db98,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,4dbe63b44fc4f439f5b634c0d2aa7e0cccad808a,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,50b6d2b5fd59fefb9f4fd2176994d418f2b94a80,
2025-08-21,19:00-London City Lionesses-O. Lyonnais Femenino,19:00,Amistoso Femenino,London City Lionesses vs O. Lyonnais Femenino,DAZN,176f0b8565a161f87c81a4a250463e3eaf678fb5,
2025-08-21,19:30-Presentación de Equipos Edición 2025,19:30,Vuelta a España,Presentación de Equipos Edición 2025,Teledeporte,138b30c93e8a780ac490a4f6d2181c41f3670230,FHD
